,name,figi,ticker,class_code
415,Silverback Therapeutics,BBG00FZQGXG3,SBTX,SBTX
416,Caterpillar,BBG000BF0K17,CAT,SPBXM
417,Newmont Goldcorp Corporation,BBG000BPWXK1,NEM,SPBXM
418,Yum China Holdings,BBG00B8N0HG1,YUMC,SPBXM
419,Middleby Corp The,BBG000DQN9R3,MIDD,SPBXM
420,Pfizer,TCS170811035,PFE-RM,FQBR
421,Lyft Inc,BBG004M9ZHX5,LYFT,SPBXM
422,The Clorox Company,US1890541097,US1890541097,SPBXM_OTC
423,Flexion Therapeutics,BBG000QML6J5,FLXN,FLXN
424,Genesco Inc,US3715321028,US3715321028,SPBXM_OTC
425,Eagle Pharmaceuticals Inc,BBG005Y3XWH9,EGRX,SPBXM
426,JFrog Ltd.,IL0011684185,IL0011684185,SPBXM_OTC
427,CBL & Associates Properties REIT,BBG01396RNK7,CBL,CBL
428,Siemens AG,BBGSIEMENS01,SIE,SIE
429,Lockheed Martin,US5398301094,US5398301094,SPBXM_OTC
430,ВСМПО-АВИСМА,BBG004S68CV8,VSMO,TQBR
431,MicroStrategy Inc,US5949724083,US5949724083,SPBXM_OTC
432,Cerevel Therapeutics Holdings,BBG00VCYVLH4,CERE,SPBXM
433,Kellogg,US4878361082,US4878361082,SPBXM_OTC
434,АДР Mizuho Financial Group Inc,BBG000Q85HQ2,MFG,MFG
435,Tyler Technologies Inc,US9022521051,US9022521051,SPBXM_OTC
436,"Aterian, Inc",BBG00P4JBS95,ATER,ATER
437,FLIR Systems,BBG000BHK836,FLIR,SPBXM
438,Monsanto,BBG000BFWKC0,MON,SPBXM
439,Azenta,BBG000DX9JV7,AZTA,SPBXM
440,Crinetics Pharmaceuticals Inc,BBG00BC59224,CRNX,CRNX
441,Veru Inc,US92536C1036,US92536C1036,SPBXM_OTC
442,National Retail Properties REIT,BBG000CLP0Y4,NNN,NNN
443,uniQure NV,BBG005SSJYH3,QURE,QURE
444,Black Diamond Therapeutics Inc,BBG00MS4Y0W9,BDTX,SPBXM
445,Walt Disney,BBG000BH4R78,DIS,SPBXM
446,Workiva Inc,BBG007BVZ8H9,WK,SPBXM
447,Pola Orbis,BBG0018N5388,4927,4927
448,Haleon,BBG018GZNCH6,HLN,HLN
449,Goodbaby International,BBG0019K8MJ6,GBH,GBH
450,Nexters Inc,BBG00Z5KBW72,GDEV,SPBXM
451,Lear Corp,US5218652049,US5218652049,SPBXM_OTC
452,Koninklijke Ahold Delhaize NV,BBG000BBBC58,AD,AD
453,Starwood Property Trust REIT,BBG000M1J270,STWD,SPBXM
454,Sinopec Shanghai Petrochemical,BBG000BHR1H9,SHI,SPBXM
455,Spirit AeroSystems Holdings,BBG000PRJ2Z9,SPR,SPBXM
456,Anheuser-Busch InBev,BBG000RYC984,BUD,SPBXM
457,Meta Financial Group,BBG000BKLTP8,CASH,CASH
458,Tencent Music Entertainment,BBG00LDC5RK5,TME,nyse
459,First Merchants Corporation,BBG000BBSJ28,FRME,SPBXM
460,Fortress Transportation and Infrastructure Investors LLC,BBG005T0KPY1,FTAIold,FTAIold
461,Объединенная авиастроительная корпорация,BBG000Q7ZZY2,UNAC,TQBR
462,Tapestry,BBG000BY29C7,TPR,SPBXM
463,Silvergate Capital Corp.,US82837P4081,US82837P4081,SPBXM_OTC
464,Republic Services,BBG000BPXVJ6,RSG,SPBXM
465,Murphy USA Inc,US6267551025,US6267551025,SPBXM_OTC
466,Repare Therapeutics Inc,BBG00V5N3WP4,RPTX,RPTX
467,Primavera Capital Acquisition Corp,BBG00YT6R359,PV,PV
468,Andersons Inc,US0341641035,US0341641035,SPBXM_OTC
469,IPO Тинькофф ЖК Luzhniki Collection,LUZHNIKICOLL,LUZHNIKICOLL,LUZHNIKICOLL
470,C3 Ai Inc,BBG00Y6G6X31,AI,SPBXM
471,Pattern Energy Group Inc,BBG004Z4HFD8,PEGI,nasdaq
472,Domtar Corp,BBG000BHFHP8,UFS,SPBXM
473,Marsh & McLennan,BBG000BP4MH0,MMC,SPBXM
474,TDK Corp,BBG000BV0K03,TTDKY,otcus
475,Target,US87612E1064,US87612E1064,SPBXM_OTC
476,Sensient Technologies Corp,US81725T1007,US81725T1007,SPBXM_OTC
477,Группа ЛСР,BBG004S68C39,LSRG,TQBR
478,Northern Trust,BBG000BQ74K1,NTRS,SPBXM
479,Skyline Champion,BBG000BT2TP0,SKY,SPBXM
480,Baozun Inc,BBG008HNS333,BZUN,SPBXM
481,Novo Nordisk A/S,BBG000DYN996,NOVC,NOVC
482,Apollo Commercial Real Estate,US03762U1051,US03762U1051,SPBXM_OTC
483,"FTC Solar, Inc.",BBG0320C1036,FTCI,SPBXM
484,"Shoals Technologies Group, Inc.",US82489W1071,US82489W1071,SPBXM_OTC
485,Standex International Corp,BBG000BTT5B8,SXI,SPBXM
486,Vor BioPharma,BBG00NBJRDT6,VOR,VOR
487,Civista Bancshares,BBG000DWZWT4,CIVB,CIVB
488,Advanced Energy Industries Inc,US0079731008,US0079731008,SPBXM_OTC
489,Dril-Quip Inc,BBG000BVDBY2,DRQ,SPBXM
490,Equity LifeStyle Properties REIT,BBG000BB7SX7,ELS,SPBXM
491,"Remark Holdings, Inc.",BBG000PDGBB9,MARK,MARK
492,Rheinmetall AG,BBG000BWT790,RHM@DE,SPBDE
493,Kinross Gold,CA4969024047,CA4969024047,SPBXM_OTC
494,Wintrust Financial,BBG000HD3DW5,WTFC,SPBXM
495,Plexus Corp,BBG000BRBX66,PLXS,SPBXM
496,Appfolio Inc,BBG008GC8CP6,APPF,SPBXM
497,VICI Properties REIT,BBG00HVVB499,VICI,VICI
498,FuelCell Energy,US35952H6018,US35952H6018,SPBXM_OTC
499,Ballard Power Systems,BBG000BNJRZ8,BLDP,SPBXM
500,Trane Technologies,BBG000BM6788,TT,SPBXM
501,Illumina,BBG000DSMS70,ILMN,SPBXM
502,Nam Tai Property,BBG000G2Y250,NTP,NTP
503,Talanx,BBG000CRQVF3,TLX,TLX
504,АДР GDS Holdings Ltd,BBG00DYK7TL5,GDS,GDS
505,BASF SE,DE000BASF111,DE000BASF111,SPBXM_OTC
506,IPO Тинькофф ЖК Republic-REDS 5,ISSUANCECPTP,ISSUANCECPTP,ISSUANCECPTP
507,АДР BioLine Rx Ltd,BBG001Y26LK0,BLRX,BLRX
508,Nexstar Media Group Inc,BBG000DZJVH0,NXST,SPBXM
509,Joby Aviation,TCS00X2MYTC2,RTP_old,KYG7483N1299
510,Array Technologies,BBG001V4SF46,ARRY,SPBXM
511,Public Storage REIT,BBG000BPPN67,PSA,SPBXM
512,Inovalon Holdings,BBG007TJX8V3,INOV,INOV
513,AstraZeneca PLC,US0463531089,US0463531089,SPBXM_OTC
514,Americold Realty Trust REIT,BBG000QF05R6,COLD,SPBXM
515,"Sesen Bio, Inc",TCS001J2N453,SESN,SESN
516,Mercedes-Benz Group AG,BBG000CCW1K9,MBG,MBG
517,TMT Investments plc,BBG001B684H6,TMT,TMT
518,CONSOL Energy Inc.,BBG00HC114X0,CEIX,CEIX
519,Тамбовская энергосбытовая компания,BBG000MD2ST1,TASB,TQBR
520,Align Technology,US0162551016,US0162551016,SPBXM_OTC
521,Fortune Brands Innovations,BBG001B4BV87,FBIN,SPBXM
522,Vimeo,US92719V1008,US92719V1008,SPBXM_OTC
523,Brady,US1046741062,US1046741062,SPBXM_OTC
524,United Parcel Service,BBG000L9CV04,UPS,SPBXM
525,IBM,US4592001014,US4592001014,SPBXM_OTC
526,Malibu Boats Inc,BBG005PXTR70,MBUU,SPBXM
527,Cardiovascular Systems Inc,US1416191062,US1416191062,SPBXM_OTC
528,Schlumberger,AN8068571086,AN8068571086,SPBXM_OTC
529,Apollo Commercial Real Estate,BBG000NFPF36,ARI,SPBXM
530,Ozon Holdings PLC,TCS9269L1044,OZON@US,SPBXM
531,Air Lease Corporation,BBG000R3NPZ4,AL,AL
532,АДР HDFC Bank Limited,BBG000NWKS18,HDB,HDB
533,CDK Global,BBG006B6PVN9,CDK,SPBXM
534,Ascendant Digital Acquisition Corp,BBG00VWBGTZ2,ACND,ACND
535,Zimmer Biomet Holdings,BBG000BKPL53,ZBH,SPBXM
536,Uranium Energy Corp,US9168961038,US9168961038,SPBXM_OTC
537,Madison Square Garden Co,US55825T1034,US55825T1034,SPBXM_OTC
538,XP Inc,BBG00QVJYGM9,XP,SPBXM
539,Ardelyx,BBG001WH4DQ3,ARDX,ARDX
540,FleetCor Technologies Inc,US3390411052,US3390411052,SPBXM_OTC
541,"Akoustis Technologies, Inc.",BBG005WX3H09,AKTS,AKTS
542,Belden Inc,BBG000Q4XNV1,BDC,SPBXM
543,Krystal Biotech Inc,US5011471027,US5011471027,SPBXM_OTC
544,Heska Corp,BBG000BWFH48,HSKA,SPBXM
545,PPL,BBG000BRJL00,PPL,SPBXM
546,Twenty-First Century Fox,BBG000NC0R70,FOXold,SPBXM
547,Cable One,BBG000F02T51,CABO,SPBXM
548,AppHarvest,BBG00VDGP717,APPH,SPBXM
549,Bio-Path Holdings Inc,BBG000PQXTT3,BPTH,nasdaq
550,Turkiye Garanti Bankasi AS,BBG000BT8Q98,TKGBY,otcus
551,OPKO Health Inc,BBG000N49069,OPK,OPK
552,Principal Financial Group,US74251V1026,US74251V1026,SPBXM_OTC
553,FedEx,BBG000BJF1Z8,FDX,SPBXM
554,Varonis Systems Inc,BBG001Y04TN6,VRNS,SPBXM
555,IPO Тинькофф ЖК Republic-REDS 4,ISSUANCECPTO,ISSUANCECPTO,ISSUANCECPTO
556,Vir Biotechnology,US92764N1028,US92764N1028,SPBXM_OTC
557,Triterras,KYG9103H1020,KYG9103H1020,SPBXM_OTC
558,Charles River Laboratories Int,BBG000BG5BL8,CRL,SPBXM
559,Prevail Therapeutics,BBG00K7JZBD9,PRVL,PRVL
560,Vital Farms,BBG006XWWBL6,VITL,VITL
561,Scotts Miracle-Gro Co The,US8101861065,US8101861065,SPBXM_OTC
562,Canadian National Railway Co,BBG000HS74G6,CNI,SPBXM
563,Siemens Healthineers AG,DE000SHL1006,DE000SHL1006,SPBXM_OTC
564,Sana Biotechnology,BBG00N5BMH61,SANA,SANA
565,Lantheus Holdings Inc,US5165441032,US5165441032,SPBXM_OTC
566,Zions Bancorporation,BBG000BX9WL1,ZION,SPBXM
567,АДР FinVolution Group,BBG00HZ6P0P5,FINV,FINV
568,Noble Corporation,BBG0139R0Y08,NE,SPBXM
569,Invesco,BBG000BY2Y78,IVZ,SPBXM
570,Paramount Global,BBG000C496P7,PARA,SPBXM
571,Rubrik,BBG0112J0G97,RLC3,RLC3
572,Alnylam Pharmaceuticals Inc,US02043Q1076,US02043Q1076,SPBXM_OTC
573,Dropbox Inc,BBG0018SLDN0,DBX,SPBXM
574,Tenaya Therapeutics,BBG00FPMK2S3,TNYA,TNYA
575,Sterling Construction,BBG000JD6TN5,STRL,STRL
576,Realty Income REIT,US7561091049,US7561091049,SPBXM_OTC
577,Stem,BBG00XP8NQN4,STEM,SPBXM
578,Worldline SA,BBG006N9S3T3,WLN,WLN
579,Franklin BSP Realty Trust,BBG0131739J2,FBRT,FBRT
580,Nucor,US6703461052,US6703461052,SPBXM_OTC
581,pre-IPO N-26,ISSUANCEROBN,ISSUANCEROBN,ISSUANCEROBN
582,Lenovo Group Ltd,BBG000BLWMN1,LNVGY,otcus
583,Таттелеком,BBG000RJL816,TTLK,TQBR
584,Energizer Holdings Inc,US29272W1099,US29272W1099,SPBXM_OTC
585,Darden Restaurants,BBG000BBNYF6,DRI,SPBXM
586,TUI AG,BBG000BZ62H0,TUI1old,TUI1old
587,DuPont de Nemours Inc,BBG00BN961G4,DD,SPBXM
588,CenterPoint Energy,BBG000FDBX90,CNP,SPBXM
589,BioDelivery Sciences International,BBG000KL8MG6,BDSI,BDSI
590,Центральный Телеграф,BBG000BBV4M5,CNTL,TQBR
591,Silicon Laboratories Inc,BBG000BB99S3,SLAB,SPBXM
592,SBA Communications REIT,US78410G1040,US78410G1040,SPBXM_OTC
593,ANSYS,BBG000GXZ4W7,ANSS,SPBXM
594,Sociedad Quimica y Minera de Chile SA,BBG000BKK4S1,SQM,nyse
595,ONEOK,US6826801036,US6826801036,SPBXM_OTC
596,Schrodinger Inc,BBG000T88BN2,SDGR,SPBXM
597,Genesee & Wyoming Inc,BBG000GMDMK8,GWR,SPBXM
598,Crocs Inc,BBG000BLY663,CROX,SPBXM
599,SPAC Reinvent Technology Partners Y,TCS00Z92Y6X1,RTPY,RTPY
600,International Seaways,BBG003MN93C9,INSW,INSW
601,Shift Technologies,BBG00NHVH9D0,SFT,SFT
602,SJW Group,BBG000BT1ZY7,SJW,SPBXM
603,Anterix,BBG0081NLHR0,ATEX,SPBXM
604,Covestro AG,DE0006062144,DE0006062144,SPBXM_OTC
605,Armada Hoffler Properties REIT,BBG004CYX1M0,AHH,AHH
606,QuidelOrtho Corp,BBG017TGV7M2,QDEL,SPBXM
607,NETGEAR Inc,US64111Q1040,US64111Q1040,SPBXM_OTC
608,Teladoc Health Inc,BBG0019T5SG0,TDOC,SPBXM
609,CRA International,BBG000C1LZX6,CRAI,CRAI
610,CTI BioPharma Corp.,BBG00JWV3M66,CTIC,CTIC
611,Volta Industries,BBG00XZCBWZ1,VLTA,VLTA
612,Luckin Coffee,BBG00NZ6MSZ3,LKNCY,LKNCY
613,OSI Systems Inc,BBG000BWPR54,OSIS,SPBXM
614,Veradigm Inc.,US01988P1084,US01988P1084,SPBXM_OTC
615,Dover,US2600031080,US2600031080,SPBXM_OTC
616,Tata Motors,US8765685024,US8765685024,SPBXM_OTC
617,Uxin Limited АДР,BBG00L1HXR44,UXIN,UXIN
618,Installed Building Products,BBG005TJKDZ6,IBP,SPBXM
619,Nanometrics Inc,OLD000BPRN29,NANOold,SPBXM
620,SiteOne Landscape Supply Inc,BBG009T22D49,SITE,SPBXM
621,Integra LifeSciences Holdings,BBG000BZJQL8,IART,SPBXM
622,Takeda Pharmaceutical Co Ltd,US8740602052,US8740602052,SPBXM_OTC
623,Signet Jewelers,BBG000C4ZZ10,SIG,SPBXM
624,Hawaiian Holdings Inc,BBG000BC4185,HA,SPBXM
625,СОЛЛЕРС,TCS006914488,SVAV,SMAL
626,US Physical Therapy Inc,BBG000CSRSG6,USPH,SPBXM
627,"Camping World Holdings, Inc.",BBG00D2Z7X83,CWH,SPBXM
628,Cognex Corp,BBG000BPBVW5,CGNX,SPBXM
629,Federal Realty Investment Trust REIT,BBG000BJVN28,FRT,SPBXM
630,ГДР Tata Steel Limited,BBG000S2FDH1,TTST,TTST
631,Chimera Investment,BBG000PFLGY2,CIM,nyse
632,Axogen Inc,US05463X1063,US05463X1063,SPBXM_OTC
633,B&G Foods Inc,BBG000RKXRQ1,BGS,SPBXM
634,Fix Price Group,TCS4835G2057,US33835G2057,US33835G2057_RZI
635,II-VI Inc,TCS000BLW102,IIVI,SPBXM
636,Soligenix Inc,BBG000FVMHG5,SNGX,SNGX
637,Washington Prime Group REIT,BBG005PWSVQ3,WPG,WPG
638,АЛРОСА,TCS007252813,ALRS,SPEQ
639,IPO Delimobil,ISSUANCEDELM,DELM,DELM
640,TiVo Corp,BBG00D2PXQL6,TIVO,nasdaq
641,Qualtrics International Inc.,BBG00M9BHPZ5,XM,SPBXM
642,Progress Software Corp,BBG000C4QP94,PRGS,SPBXM
643,Harley-Davidson,US4128221086,US4128221086,SPBXM_OTC
644,Columbia Financial,BBG003222R31,CLBK,SPBXM
645,Myriad Genetics Inc,US62855J1043,US62855J1043,SPBXM_OTC
646,Kiniksa Pharmaceuticals Ltd,BBG00KT2KFX7,KNSA,KNSA
647,Hertz Global Holdings,BBG011N57109,HTZZ,HTZZ
648,Western Digital,US9581021055,US9581021055,SPBXM_OTC
649,Ceragon Networks Ltd,BBG000D0SHJ6,CRNT,CRNT
650,Malibu Boats Inc,US56117J1007,US56117J1007,SPBXM_OTC
651,Williams-Sonoma Inc,US9699041011,US9699041011,SPBXM_OTC
652,Dollar Tree,BBG000BSC0K9,DLTR,SPBXM
653,SEI Investments Company,US7841171033,US7841171033,SPBXM_OTC
654,Varex Imaging Corp,US92214X1063,US92214X1063,SPBXM_OTC
655,WESCO International Inc,BBG000D0FNV3,WCC,SPBXM
656,Concert Pharmaceuticals,BBG001RY41W1,CNCE,CNCE
657,Valhi,BBG000BWCZY8,VHI,VHI
658,АДР America Movil,BBG01FRH5MK2,AMX,AMX
659,Supernus Pharmaceuticals Inc,US8684591089,US8684591089,SPBXM_OTC
660,Garrett Motion Inc,BBG00HY28P97,GTX,SPBXM
661,Performance Food Group Co,BBG009XW2WB8,PFGC,SPBXM
662,Applied Therapeutics,US03828A1016,US03828A1016,SPBXM_OTC
663,Willis Towers Watson,TCS0BDB6Q211,WLTW,SPBXM
664,НЛМК,TCS109046452,NLMK,SPEQ
665,BP,BBG000C05BD1,BP/,BP/
666,Ribbon Communications Inc.,BBG00HW4CSG6,RBBN,RBBN
667,China Unicom Hong Kong Ltd,BBG000DZ05Z7,762,762
668,Tesla Motors,US88160R1014,US88160R1014,SPBXM_OTC
669,IPO Ozon,ISSUANCEOZON,ISSUANCEOZON,ISSUANCEOZON
670,Axos Financial Inc,US05465C1009,US05465C1009,SPBXM_OTC
671,Capital One,BBG000BGKTF9,COF,SPBXM
672,Chegg Inc,BBG0014XR0N5,CHGG,SPBXM
673,OrthoPediatrics Corp,BBG00HFFRW39,KIDS,SPBXM
674,China Life Insurance,US16939P1066,US16939P1066,SPBXM_OTC
675,Mandiant,BBG0020B4JG7,MNDT,MNDT
676,"Wrap Technologies, Inc.",BBG00GGSY953,WRAP,WRAP
677,The Charles Schwab Corporation,US8085131055,US8085131055,SPBXM_OTC
678,МКБ,TCS00A0JUG31,CBOM,SMAL
679,Nexi,BBG00NNG19F1,NEXI,NEXI
680,Warner Music Group,US9345502036,US9345502036,SPBXM_OTC
681,Wharf Real Estate,BBG00J76TKS1,1997,SPBHKEX
682,Applied Optoelectronics Inc,BBG000D6VW15,AAOI,AAOI
683,CenterPoint Energy,US15189T1079,US15189T1079,SPBXM_OTC
684,Vestas Wind Systems A/S,BBG000DT6QX1,VWSB,VWSB
685,Magnitogorsk Iron & Steel Work,BBG000Q63JZ4,MMK,MMK
686,Cal-Maine Foods Inc,US1280302027,US1280302027,SPBXM_OTC
687,MSCI Inc,US55354G1004,US55354G1004,SPBXM_OTC
688,Principia Biopharma Inc,BBG0026ZK3M8,PRNB,SPBXM
689,Carbon Black Inc,BBG004J9HDV0,CBLK,nasdaq
690,Peloton Interactive Inc,US70614W1009,US70614W1009,SPBXM_OTC
691,Башинформсвязь - Акции привилегированные,BBG000KGXMN1,BISVP,TQBR
692,FormFactor Inc,US3463751087,US3463751087,SPBXM_OTC
693,Asos,BBG000KL73H8,ASC LN,ASC LN
694,JDE Peet’s N.V.,BBG00TZ4G8T3,JDEP,JDEP
695,Madison Square Garden Entertainment Corp.,BBG019980TD4,MSGE,SPBXM
696,ЧТПЗ,BBG000Q49F45,CHEP,TQBR
697,Lowe's,BBG000BNDN65,LOW,SPBXM
698,Ameriprise Financial,BBG000G3QLY3,AMP,SPBXM
699,SPAC Pershing Square Tontine Holdings Ltd,BBG00VQPGRL7,PSTH,US71531R1095
700,"Organovo Holdings, Inc.",BBG001M8GFD0,ONVO,ONVO
701,Allianz SE,BBGALV000000,BBGALV000000,BBGALV000000
702,Yamana Gold,BBG000NSQ9M0,AUY,AUY
703,Pinterest Inc,US72352L1061,US72352L1061,SPBXM_OTC
704,Магнит,BBG004RVFCY3,MGNT,TQBR
705,InterDigital,US45867G1013,US45867G1013,SPBXM_OTC
706,Thrasio,BBG01291R618,RLC7,RLC7
707,СОЛЛЕРС,BBG004S68JR8,SVAV,TQBR
708,АДР Cia Cervecerias Unidas SA,BBG000BBCT50,CCU,CCU
709,AutoZone,BBG000C7LMS8,AZO,SPBXM
710,CLP Holdings,BBG000BDV566,2,SPBHKEX
711,Кузбасская топливная компания,BBG000QW1WH0,KBTK,TQBR
712,АФК Система,TCS00A0DQZE3,AFKS,SMAL
713,ON Semiconductor Corp,US6821891057,US6821891057,SPBXM_OTC
714,Power Integrations Inc,US7392761034,US7392761034,SPBXM_OTC
715,Chipotle Mexican Grill,US1696561059,US1696561059,SPBXM_OTC
716,Accelleron Industries,BBG019PK8Q74,ACLLY,ACLLY
717,Discovery Communications (C),BBG000VMWHH5,DISCK,SPBXM
718,ТНС энерго Марий Эл,BBG000DD65R9,MISB,TQBR
719,"Sumo Logic, Inc.",BBG002GKBNW5,SUMO,SPBXM
720,ГДР Kaspi.kz JSC,BBG00XV2T033,KSPI@GS,SPBXM
721,LendingTree Inc,US52603B1070,US52603B1070,SPBXM_OTC
722,ТНС энерго Нижний Новгород,BBG000J1TPS9,NNSB,TQBR
723,Lamb Weston Holdings Inc,US5132721045,US5132721045,SPBXM_OTC
724,Royal Gold,US7802871084,US7802871084,SPBXM_OTC
725,PROG Holdings,BBG00VSH86G4,PRG,SPBXM
726,Dollar General,US2566771059,US2566771059,SPBXM_OTC
727,Arbor Realty Trust REIT,BBG000KMVDV1,ABR,SPBXM
728,Coca-Cola HBC AG,BBG006XPK939,CCHGY,CCHGY
729,Penumbra Inc,US70975L1070,US70975L1070,SPBXM_OTC
730,ГДР X5 RetailGroup,TCSS387E2054,US98387E2054,US98387E2054_RZK
731,PetIQ Inc,BBG00H1CY328,PETQ,SPBXM
732,Alphabet Class A,US02079K3059,US02079K3059,SPBXM_OTC
733,MongoDB Inc,US60937P1066,US60937P1066,SPBXM_OTC
734,МРСК Северного Кавказа,BBG000V95X70,MRKK,TQBR
735,Goldman Sachs,BBG000C6CFJ5,GS,SPBXM
736,DaVita HealthCare Partners,US23918K1088,US23918K1088,SPBXM_OTC
737,S&P Global,US78409V1044,US78409V1044,SPBXM_OTC
738,SPAC Alkuri Global Acquisition,BBG00YR19V41,KURI,KURI
739,Kenon Holdings,BBG007LYGF78,KEN,KEN
740,Ubiquiti Networks Inc,OLD001R72SR9,UBNTold,SPBXM
741,Roku Inc,TCS7543R1023,ROKU-RM,FQBR
742,PPG Industries,BBG000BRJ809,PPG,SPBXM
743,MKS Instruments,BBG000BVMG26,MKSI,SPBXM
744,CBS Corporation,OLD000C496P7,CBSold,SPBXM
745,Aspira Womens Health,US04537Y1091,US04537Y1091,SPBXM_OTC
746,ГДР Larsen & Toubro,BBG000BN9X40,LTOD,LTOD
747,TEST,TESTTESTTEST,TESTTESTTEST,TESTTESTTEST
748,The Charles Schwab Corporation,BBG000BSLZY7,SCHW,SPBXM
749,Altimeter Growth Corp 2,BBG00YLXWCD3,AGCB,AGCB
750,Fabege AB,BBG000BVCPY2,WILC,WILC
751,Geely Automobile Holdings,BBG000BZ3PX4,175,SPBHKEX
752,Wynn Resorts,BBG000LD9JQ8,WYNN,SPBXM
753,Radian Group,BBG000BMWV95,RDN,SPBXM
754,Moody's,BBG000F86GP6,MCO,SPBXM
755,Maxeon Solar Technologies,BBG00QTW1ZN6,MAXN,MAXN
756,Concentrix Corporation,BBG00RCNQMX3,CNXC,SPBXM
757,ArcelorMittal (АДР),US03938L2034,US03938L2034,SPBXM_OTC
758,RCI Hospitality Holdings Inc,BBG000FLT111,RICK,RICK
759,Farfetch Ltd,BBG00LSD4456,FTCH,SPBXM
760,Hartford Financial Services,US4165151048,US4165151048,SPBXM_OTC
761,STERIS,IE00BFY8C754,IE00BFY8C754,SPBXM_OTC
762,Brunswick Corp DE,BBG000BCWSS3,BC,SPBXM
763,S&P Global,BBG000BP1Q11,SPGI,SPBXM
764,Kering SA,BBG000BCB150,KER,FR0000121485
765,Fresh Del Monte Produce Inc.,BBG000JLQGN3,FDP,FDP
766,Yandex,TCSS09805522,YNDX,PTEQ
767,Rolls-Royce Holdings PLC,GB00B63H8491,GB00B63H8491,SPBXM_OTC
768,Montes Archimedes Acquisition Corp,BBG00XKM18H9,MAAC,MAAC
769,Dr. Reddy's Laboratories,BBG000NJ96L6,RDY,SPBXM
770,Health Insurance Innovations,TCS003QRSQD3,HIIQ,SPBXM
771,АДР Achilles Therapeutics,BBG00ZHF9VV8,ACHL,ACHL
772,Albemarle,BBG000BJ26K7,ALB,SPBXM
773,СПБ Биржа,BBG002GHV6L9,SPBE,SPBRU
774,Ionis Pharmaceuticals Inc,US4622221004,US4622221004,SPBXM_OTC
775,MercadoLibre Inc,BBG000GQPB11,MELI,SPBXM
776,Globus Medical Inc,US3795772082,US3795772082,SPBXM_OTC
777,CSW Industrials Inc,BBG007NLG4L3,CSWI,SPBXM
778,China Longyuan Power Group,BBG000P2MRM9,916,SPBHKEX
779,Under Armour,BBG000BXM6V2,UAA,SPBXM
780,Titan International,BBG000BBNFG6,TWI,TWI
781,Novolipetsk Steel PJSC,BBG000PR0PJ6,NLMK@GS,SPBXM
782,Berkeley Lights,US0843101017,US0843101017,SPBXM_OTC
783,Consensus Cloud Solutions,US20848V1052,US20848V1052,SPBXM_OTC
784,Voyager Digital,BBG000BTQNK2,UCD,UCD
785,BeiGene АДР,BBG00B6WF7Y9,BGNE_NDS,BGNE_NDS
786,Dine Brands Global,BBG000GZ9406,DIN,DIN
787,Iberdrola,TCS144583251,ES0144583251,ES0144583251
788,Edgewise Therapeutics,BBG00K4Y2H24,EWTX,EWTX
789,Affiliated Managers Group,US0082521081,US0082521081,SPBXM_OTC
790,Kala Pharmaceuticals Inc,TCS001J2MVT8,KALAold,KALAold
791,Getlink SE,BBG000TVW0V9,GET,GET
792,PennyMac Mortgage Investment REIT,US70931T1034,US70931T1034,SPBXM_OTC
793,Union Pacific Corporation,BBG000BW3299,UNP,SPBXM
794,Ault Global Holdings,TCS00JMZD4P6,DPW,DPW
795,Kontoor Brands Inc,US50050N1037,US50050N1037,SPBXM_OTC
796,АДР Petroleo Brasileiro S.A.,BBG000BS6FX9,PBR,PBR
797,EUROAPI,BBG016JF56K0,EAPI,EAPI
798,SunPower Corp,BBG000FVQ185,SPWR,SPWR
799,Intellia Therapeutics Inc,BBG007KC7PB0,NTLA,SPBXM
800,Madison Square Garden Entertainment Corp.,US5582561032,US5582561032,SPBXM_OTC
801,"First Financial Bankshares, Inc.",BBG000BL8476,FFIN,SPBXM
802,Radware Ltd.,BBG000BKWR89,RDWR,RDWR
803,Encore Capital Group Inc,BBG000F369C7,ECPG,SPBXM
804,Газпром нефть,TCS009062467,SIBN,SPEQ
805,Covetrus Inc,BBG00KR691K8,CVET,SPBXM
806,Royal Caribbean Cruises,LR0008862868,LR0008862868,SPBXM_OTC
807,Roche Holding AG,BBG000BNV243,ROG SW,ROG SW
808,GenMark Diagnostics Inc.,BBG000QJTC65,GNMK,GNMK
809,Heidrick & Struggles International,BBG000CYTZ93,HSII,HSII
810,Whoosh,TCST0A105EX7,WUSH,PTEQ
811,Horizon Therapeutics Plc,BBG0014FFY08,HZNP,HZNP
812,China Resources Beer,BBG000BKWM80,291,SPBHKEX
813,Entera Bio Ltd.,BBG000R1K184,ENTX,ENTX
814,"Cidara Therapeutics, Inc.",BBG006R5MFT6,CDTX,CDTX
815,Hartford Financial Services,BBG000G0Z878,HIG,SPBXM
816,Science Applications Internati,BBG003BW05K6,SAIC,SPBXM
817,Brandywine REIT,BBG000CL6RJ3,BDN,BDN
818,Waters,BBG000FQRVM3,WAT,SPBXM
819,Arch Capital Group,BBG000HXNN20,ACGL,SPBXM
820,IPG Photonics Corporation,US44980X1090,US44980X1090,SPBXM_OTC
821,Intel Corporation,US4581401001,US4581401001,SPBXM_OTC
822,Gold Resource Corporation,BBG000J0LC17,GORO,GORO
823,"SentinelOne, Inc.",US81730H1095,US81730H1095,SPBXM_OTC
824,ManpowerGroup Inc,US56418H1005,US56418H1005,SPBXM_OTC
825,SiTime,BBG00QNSY1H7,SITM,SPBXM
